destination,price,duration,features,product_type
banglore,10522.0,1 nights,"Taj West End - Standard Room with Room Only | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Restaurant, Parking, Fitness Center, Airport Shuttle",hotels
cochin,7740.0,15h 20m,Multiple carriers Delhi 1 stop DEL → HYD → COK,flight
banglore,14571.0,9h 50m,Jet Airways Kolkata 1 stop CCU → BOM → BLR,flight
new delhi,18308.0,2h 40m,Jet Airways Banglore non-stop BLR → DEL,flight
cochin,11560.0,8h 5m,Multiple carriers Delhi 2 stops DEL → HYD → MAA → COK,flight
cochin,5201.0,3h,Air India Delhi non-stop DEL → COK,flight
hyderabad,3030.73,6h,Ramoji Film City Day Tour,activity
rishikesh,5082.02,45m,Bungee Jumping at Mohan Chatti (India's Highest),activity
delhi,657.02,2h,Shopping Tour at Dilli Haat,activity
mumbai,75873.0,2 nights,"Taj Mahal Palace Hotel - Garden View Room with Full Board | Rating: ⭐⭐⭐⭐⭐ 4.8/5 | Includes: Spa, Fitness Center, Room Service",hotels
cochin,10678.0,7h 40m,Multiple carriers Delhi 1 stop DEL → BOM → COK,flight
cochin,812.55,1h,Chinese Fishing Nets Demonstration,activity
cochin,0.0,10h 25m,Air Asia Delhi 1 stop DEL → BLR → COK,flight
udaipur,493.89,2h,Evening Cultural Performance - Folk Dance & Music,activity
hyderabad,724.23,2h,Pearl Shopping & Jewelry Making Demo,activity
goa,4530.75,4h,Scuba Diving at Grande Island with PADI Instructor,activity
delhi,0.0,2h 45m,Jet Airways Banglore non-stop BLR → DEL,flight
kolkata,3597.0,2h 20m,IndiGo Chennai non-stop MAA → CCU,flight
banglore,3873.0,2h 30m,SpiceJet Kolkata non-stop CCU → BLR,flight
mumbai,37904.0,3 nights,"Hyatt Regency Mumbai - Pool View Room with Room Only | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Garden, Spa, Restaurant, Bar",hotels
new delhi,0.0,3h,IndiGo Banglore non-stop BLR → DEL,flight
delhi,0.0,2h 55m,Jet Airways Banglore non-stop BLR → DEL,flight
delhi,1317.38,2h 30m,Auto Rickshaw Tour of Old Delhi,activity
kolkata,3597.0,2h 15m,SpiceJet Chennai non-stop MAA → CCU,flight
manali,1475.6,2h,River Rafting in Beas River (Grade II),activity
agra,2404.6,6h,Fatehpur Sikri Day Trip with Guide,activity
chennai,63054.0,4 nights,"Hilton Chennai - Deluxe Room with Full Board | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Room Service, Swimming Pool, Spa, Kids Club",hotels
cochin,18371.0,10h 20m,Jet Airways Delhi 1 stop DEL → BOM → COK,flight
cochin,6148.0,8h 30m,Multiple carriers Delhi 1 stop DEL → BOM → COK,flight
mumbai,46058.0,3 nights,"Novotel Mumbai - Suite with Bed & Breakfast | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Conference Rooms, Business Center, Bar, Free WiFi",hotels
mumbai,58427.0,3 nights,"The Leela Mumbai - Garden View Room with Room Only | Rating: ⭐⭐⭐⭐⭐ 4.8/5 | Includes: Bar, Conference Rooms",hotels
mumbai,1237.71,3h,Dharavi Slum Tour with Social Enterprise,activity
kolkata,3850.0,2h 20m,IndiGo Chennai non-stop MAA → CCU,flight
cochin,1299.72,3h,Jewish Synagogue & Dutch Palace Tour,activity
kolkata,3540.0,2h 45m,IndiGo Chennai non-stop MAA → CCU,flight
hyderabad,4995.0,1h 25m,Jet Airways Mumbai non-stop BOM → HYD,flight
banglore,14781.0,13h 20m,Jet Airways Kolkata 1 stop CCU → BOM → BLR,flight
delhi,64537.0,5 nights,"Sheraton New Delhi - Garden View Room with All Inclusive | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Swimming Pool, Bar, Fitness Center",hotels
rishikesh,3590.56,45m,Bungee Jumping at Mohan Chatti (India's Highest),activity
cochin,13470.0,5h 40m,Air Asia Delhi 1 stop DEL → BLR → COK,flight
goa,4188.93,4h,Scuba Diving at Grande Island with PADI Instructor,activity
mumbai,49556.0,4 nights,"Novotel Mumbai - Pool View Room with All Inclusive | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Free WiFi, Conference Rooms",hotels
delhi,0.0,3h,IndiGo Banglore non-stop BLR → DEL,flight
hyderabad,73862.0,2 nights,"Park Hyatt Hyderabad - Presidential Suite with Half Board | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Garden, Terrace, Beach Access",hotels
cochin,13377.0,7h 15m,Multiple carriers Delhi 1 stop DEL → BOM → COK,flight
chennai,188049.0,14 nights,"Hilton Chennai - Lake View Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Room Service, Free WiFi",hotels
ladakh,1468.62,2h,Camel Safari in Nubra Valley (Double Hump),activity
hyderabad,44486.0,2 nights,"Park Hyatt Hyderabad - Sea View Room with Half Board | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Spa, Bar, Restaurant, Parking",hotels
cochin,0.0,11h 20m,IndiGo Delhi 1 stop DEL → HYD → COK,flight
manali,2913.52,2h,Skiing at Solang Valley with Equipment Rental,activity
delhi,101141.0,3 nights,"The Imperial New Delhi - Deluxe Room with Full Board | Rating: ⭐⭐⭐⭐⭐ 4.9/5 | Includes: Parking, Swimming Pool, Room Service, Spa",hotels
cochin,14067.0,10h 30m,Multiple carriers Delhi 1 stop DEL → BOM → COK,flight
jaipur,1516.62,45m,Elephant Ride at Amer Fort with Photo Package,activity
banglore,8824.0,16h 5m,Jet Airways Kolkata 1 stop CCU → BOM → BLR,flight
cochin,6494.0,14h 40m,IndiGo Delhi 2 stops DEL → HYD → MAA → COK,flight
mumbai,65242.0,2 nights,"Trident Nariman Point - Suite with Full Board | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Swimming Pool, Airport Shuttle, Restaurant",hotels
banglore,36838.0,1 nights,"The Leela Palace Bangalore - Sea View Room with All Inclusive | Rating: ⭐⭐⭐⭐⭐ 4.9/5 | Includes: Spa, Terrace",hotels
banglore,44601.0,2 nights,"JW Marriott Bangalore - Garden View Room with All Inclusive | Rating: ⭐⭐⭐⭐ 4.5/5 | Includes: Swimming Pool, Bar, Business Center, Room Service",hotels
chennai,42001.0,3 nights,"Hilton Chennai - Deluxe Room with Full Board | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Spa, Terrace, Swimming Pool",hotels
delhi,1707.92,4h,Qutub Minar & Humayun's Tomb Tour,activity
cochin,8386.0,6h 25m,Multiple carriers Delhi 1 stop DEL → HYD → COK,flight
hyderabad,623.32,1h 30m,Golconda Fort Sound & Light Show,activity
cochin,0.0,10h 30m,Multiple carriers Delhi 1 stop DEL → BOM → COK,flight
jaipur,14551.0,1 nights,"Marriott Jaipur - Deluxe Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Garden, Conference Rooms",hotels
banglore,2081.58,4h,Tech Park Tour - Silicon Valley of India,activity
kerala,7171.47,8h,Backwater Houseboat Cruise with Kerala Lunch,activity
banglore,8586.0,14h 5m,Jet Airways Kolkata 1 stop CCU → BOM → BLR,flight
cochin,810.84,1h,Chinese Fishing Nets Demonstration,activity
agra,12782.0,1 nights,"Courtyard by Marriott - Mountain View Room with All Inclusive | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Room Service, Terrace",hotels
hyderabad,0.0,1h 30m,SpiceJet Mumbai non-stop BOM → HYD,flight
delhi,15932.0,1 nights,"The Lalit New Delhi - Pool View Room with All Inclusive | Rating: ⭐⭐⭐⭐ 4.1/5 | Includes: Free WiFi, Parking, Business Center, Fitness Center",hotels
mumbai,751.0,2h,Marine Drive Night Cycling with Refreshments,activity
banglore,8355.0,7h 15m,Jet Airways Kolkata 1 stop CCU → GAU → BLR,flight
cochin,12524.0,6h 35m,Multiple carriers Delhi 1 stop DEL → BOM → COK,flight
hyderabad,3100.0,1h 15m,Air India Mumbai non-stop BOM → HYD,flight
cochin,6069.0,4h 35m,IndiGo Delhi 1 stop DEL → HYD → COK,flight
banglore,19767.0,1 nights,"JW Marriott Bangalore - Executive Room with Full Board | Rating: ⭐⭐⭐⭐ 4.5/5 | Includes: Bar, Free WiFi",hotels
cochin,0.0,26h 35m,Air India Delhi 2 stops DEL → AMD → BOM → COK,flight
mumbai,38171.0,2 nights,"Trident Nariman Point - Suite with Bed & Breakfast | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Spa, Garden",hotels
mumbai,33029.0,1 nights,"The Leela Mumbai - Executive Room with Full Board | Rating: ⭐⭐⭐⭐⭐ 4.8/5 | Includes: Restaurant, Airport Shuttle, Free WiFi",hotels
mumbai,1046.68,2h,Marine Drive Night Cycling with Refreshments,activity
banglore,12692.0,6h 35m,Jet Airways Kolkata 1 stop CCU → DEL → BLR,flight
jaipur,1145.1,2h,Traditional Block Printing Workshop (Take Home Kit),activity
ladakh,3557.26,6h,High Altitude Trek to Stok Kangri Base,activity
cochin,13014.0,9h 20m,Jet Airways Delhi 2 stops DEL → JAI → BOM → COK,flight
jaipur,17883.0,1 nights,"Hilton Jaipur - Sea View Room with All Inclusive | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Garden, Swimming Pool, Spa, Restaurant",hotels
banglore,23400.0,1 nights,"The Oberoi Bangalore - Mountain View Room with Half Board | Rating: ⭐⭐⭐⭐⭐ 4.8/5 | Includes: Room Service, Restaurant",hotels
agra,2056.78,6h,Fatehpur Sikri Day Trip with Guide,activity
cochin,11200.0,10h 30m,Multiple carriers Delhi 1 stop DEL → BOM → COK,flight
banglore,17092.0,1 nights,"The Leela Palace Bangalore - Standard Room with Room Only | Rating: ⭐⭐⭐⭐⭐ 4.9/5 | Includes: Airport Shuttle, Kids Club",hotels
banglore,90320.0,4 nights,"JW Marriott Bangalore - Pool View Room with Full Board | Rating: ⭐⭐⭐⭐ 4.5/5 | Includes: Bar, Fitness Center",hotels
banglore,10539.0,17h 55m,Jet Airways Kolkata 1 stop CCU → DEL → BLR,flight
varanasi,492.98,1h,Morning Yoga & Meditation at Assi Ghat,activity
kerala,3299.21,2h,Traditional Ayurvedic Full Body Massage,activity
chennai,113368.0,4 nights,"The Leela Palace Chennai - Family Room with Full Board | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Beach Access, Conference Rooms, Restaurant",hotels
ladakh,3940.65,6h,High Altitude Trek to Stok Kangri Base,activity
varanasi,324.3,1h,Morning Yoga & Meditation at Assi Ghat,activity
delhi,173068.0,7 nights,"The Leela Palace New Delhi - Executive Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐⭐ 4.8/5 | Includes: Restaurant, Conference Rooms",hotels
goa,18003.0,1 nights,"Park Hyatt Goa - Executive Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Garden, Spa, Free WiFi, Kids Club",hotels
goa,82918.0,7 nights,"Novotel Goa - Sea View Room with All Inclusive | Rating: ⭐⭐⭐⭐ 4.1/5 | Includes: Swimming Pool, Kids Club, Terrace, Room Service",hotels
delhi,42845.0,1 nights,"Taj Palace - Presidential Suite with Bed & Breakfast | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Beach Access, Bar, Free WiFi",hotels
kerala,2523.06,2h,Traditional Ayurvedic Full Body Massage,activity
banglore,4174.0,2h 30m,SpiceJet Kolkata non-stop CCU → BLR,flight
delhi,4544.0,2h 55m,Jet Airways Banglore non-stop BLR → DEL,flight
mumbai,1715.01,5h,Elephanta Caves Ferry & Guided Tour,activity
cochin,15603.0,12h 35m,Multiple carriers Delhi 1 stop DEL → BOM → COK,flight
delhi,4823.0,2h 50m,IndiGo Banglore non-stop BLR → DEL,flight
banglore,9719.0,12h,Air Asia Kolkata 1 stop CCU → DEL → BLR,flight
ladakh,4264.51,6h,High Altitude Trek to Stok Kangri Base,activity
new delhi,25735.0,23h 45m,Jet Airways Banglore 1 stop BLR → BOM → DEL,flight
jaipur,751.78,1h 15m,Sound & Light Show at Amer Fort (Evening),activity
hyderabad,38978.0,2 nights,"Park Hyatt Hyderabad - Mountain View Room with Half Board | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Swimming Pool, Spa",hotels
banglore,4804.0,2h 35m,IndiGo Kolkata non-stop CCU → BLR,flight
cochin,0.0,22h 55m,Jet Airways Delhi 2 stops DEL → JAI → BOM → COK,flight
mumbai,187702.0,10 nights,"The Leela Mumbai - Lake View Room with Room Only | Rating: ⭐⭐⭐⭐⭐ 4.8/5 | Includes: Fitness Center, Terrace, Conference Rooms, Kids Club",hotels
rishikesh,4212.73,45m,Bungee Jumping at Mohan Chatti (India's Highest),activity
new delhi,0.0,2h 50m,IndiGo Banglore non-stop BLR → DEL,flight
banglore,6528.0,24h,Air India Kolkata 1 stop CCU → MAA → BLR,flight
cochin,11507.0,21h 35m,Jet Airways Delhi 2 stops DEL → IDR → BOM → COK,flight
hyderabad,0.0,1h 20m,Air India Mumbai non-stop BOM → HYD,flight
cochin,6755.0,5h 55m,IndiGo Delhi 1 stop DEL → AMD → COK,flight
goa,29764.0,1 nights,"W Goa - Deluxe Room with Full Board | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Conference Rooms, Spa, Room Service, Parking",hotels
banglore,0.0,12h,Air Asia Kolkata 1 stop CCU → DEL → BLR,flight
manali,537.54,1h 30m,Natural Hot Water Springs & Bath,activity
banglore,165019.0,7 nights,"The Ritz-Carlton Bangalore - Superior Room with Half Board | Rating: ⭐⭐⭐⭐⭐ 4.8/5 | Includes: Airport Shuttle, Conference Rooms, Bar, Free WiFi",hotels
banglore,4148.0,2h 50m,IndiGo Kolkata non-stop CCU → BLR,flight
banglore,0.0,26h 10m,Jet Airways Kolkata 1 stop CCU → DEL → BLR,flight
cochin,8372.0,10h 40m,Air India Delhi 1 stop DEL → BOM → COK,flight
cochin,6818.0,11h 5m,IndiGo Delhi 1 stop DEL → HYD → COK,flight
delhi,37857.0,2 nights,"Taj Palace - Superior Room with Full Board | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Conference Rooms, Restaurant, Terrace",hotels
mumbai,703.98,2h,Marine Drive Night Cycling with Refreshments,activity
varanasi,578.43,1h 15m,Silk Saree Weaving Factory Visit,activity
goa,1354.6,3h,Portuguese Heritage Walk in Old Goa,activity
banglore,9920.0,16h 10m,Air India Kolkata 2 stops CCU → GAU → DEL → BLR,flight
cochin,16704.0,29h 20m,Jet Airways Delhi 2 stops DEL → AMD → BOM → COK,flight
udaipur,739.54,1h,Lake Pichola Boat Ride with City Palace View,activity
banglore,3847.0,2h 30m,SpiceJet Kolkata non-stop CCU → BLR,flight
goa,4087.28,4h,Scuba Diving at Grande Island with PADI Instructor,activity
banglore,3841.0,2h 20m,SpiceJet Kolkata non-stop CCU → BLR,flight
hyderabad,75341.0,3 nights,"Taj Falaknuma Palace - Standard Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐⭐ 4.9/5 | Includes: Business Center, Fitness Center, Conference Rooms, Terrace",hotels
cochin,7174.0,5h 20m,Air India Delhi 1 stop DEL → BLR → COK,flight
goa,39112.0,3 nights,"Alila Diwa Goa - Standard Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐ 4.4/5 | Includes: Swimming Pool, Room Service",hotels
goa,35190.0,1 nights,"Alila Diwa Goa - Presidential Suite with Bed & Breakfast | Rating: ⭐⭐⭐⭐ 4.4/5 | Includes: Fitness Center, Beach Access",hotels
agra,65661.0,5 nights,"ITC Mughal - Lake View Room with Room Only | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Parking, Business Center, Room Service",hotels
goa,1086.8,3h,Portuguese Heritage Walk in Old Goa,activity
delhi,123345.0,7 nights,"Hyatt Regency Delhi - Family Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Restaurant, Bar, Free WiFi",hotels
delhi,38767.0,2 nights,"ITC Maurya - Pool View Room with Half Board | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Restaurant, Airport Shuttle, Business Center, Kids Club",hotels
mumbai,57032.0,4 nights,"Hyatt Regency Mumbai - Deluxe Room with Half Board | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Spa, Room Service",hotels
banglore,9631.0,1 nights,"Vivanta Bengaluru - Garden View Room with Room Only | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Fitness Center, Bar, Free WiFi, Beach Access",hotels
hyderabad,3100.0,1h 20m,Air India Mumbai non-stop BOM → HYD,flight
mumbai,23492.0,2 nights,"Trident Nariman Point - Superior Room with Room Only | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Fitness Center, Garden, Bar, Free WiFi",hotels
cochin,11732.0,24h 30m,Air India Delhi 2 stops DEL → JAI → BOM → COK,flight
mumbai,940.44,2h,Marine Drive Night Cycling with Refreshments,activity
mumbai,37611.0,3 nights,"JW Marriott Mumbai - Garden View Room with Half Board | Rating: ⭐⭐⭐⭐ 4.4/5 | Includes: Kids Club, Beach Access, Room Service",hotels
manali,798.8,1h 30m,Natural Hot Water Springs & Bath,activity
banglore,10308.0,4h 55m,IndiGo Kolkata 1 stop CCU → PAT → BLR,flight
banglore,0.0,5h 25m,IndiGo Kolkata 1 stop CCU → NAG → BLR,flight
hyderabad,1294.02,3h,Charminar & Laad Bazaar Shopping Tour,activity
goa,1659.3,2h 30m,Parasailing at Calangute Beach with Safety Gear,activity
agra,1217.07,3h,Mughlai Food Tasting Tour in Old Agra,activity
banglore,59335.0,2 nights,"The Ritz-Carlton Bangalore - Lake View Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐⭐ 4.8/5 | Includes: Business Center, Beach Access, Kids Club",hotels
cochin,0.0,3h 5m,Air India Delhi non-stop DEL → COK,flight
cochin,15129.0,19h 55m,Jet Airways Delhi 2 stops DEL → AMD → BOM → COK,flight
banglore,10844.0,5h 45m,Jet Airways Kolkata 1 stop CCU → BOM → BLR,flight
goa,1478.02,2h,Dolphin Spotting Sunset Cruise,activity
delhi,33631.0,1 nights,"The Leela Palace New Delhi - Sea View Room with All Inclusive | Rating: ⭐⭐⭐⭐⭐ 4.8/5 | Includes: Airport Shuttle, Bar, Terrace, Fitness Center",hotels
chennai,62486.0,4 nights,"Hilton Chennai - Family Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Room Service, Airport Shuttle, Bar, Kids Club",hotels
chennai,14942.0,1 nights,"Hilton Chennai - Deluxe Room with All Inclusive | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Swimming Pool, Fitness Center, Business Center",hotels
kolkata,247.28,1h,Kolkata Tram Heritage Ride,activity
delhi,4823.0,2h 50m,IndiGo Banglore non-stop BLR → DEL,flight
goa,828.0,3h,Portuguese Heritage Walk in Old Goa,activity
banglore,20694.0,1 nights,"ITC Gardenia - Lake View Room with Full Board | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Conference Rooms, Terrace",hotels
rishikesh,1575.46,2h,Meditation & Yoga Retreat by Ganges,activity
goa,1880.73,2h 30m,Parasailing at Calangute Beach with Safety Gear,activity
jaipur,193480.0,10 nights,"Fairmont Jaipur - Executive Room with All Inclusive | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Airport Shuttle, Room Service, Garden, Conference Rooms",hotels
banglore,4804.0,2h 35m,IndiGo Kolkata non-stop CCU → BLR,flight
goa,41972.0,2 nights,"Taj Fort Aguada Resort - Suite with Bed & Breakfast | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Swimming Pool, Room Service",hotels
kolkata,3858.0,2h 20m,IndiGo Chennai non-stop MAA → CCU,flight
agra,650.99,2h,Moonlight Garden View of Taj Mahal,activity
rishikesh,0.0,1h,Evening Ganga Aarti at Triveni Ghat,activity
udaipur,1482.87,3h,City Palace & Museum Guided Tour,activity
hyderabad,1048.22,3h,Charminar & Laad Bazaar Shopping Tour,activity
banglore,11542.0,28h 20m,Air India Kolkata 2 stops CCU → BOM → COK → BLR,flight
banglore,48011.0,5 nights,"Vivanta Bengaluru - Superior Room with Room Only | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Swimming Pool, Airport Shuttle",hotels
cochin,8277.0,5h 20m,Air India Delhi 1 stop DEL → BLR → COK,flight
goa,43951.0,2 nights,"Park Hyatt Goa - Superior Room with All Inclusive | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Room Service, Spa, Garden, Business Center",hotels
delhi,4878.0,2h 50m,Vistara Banglore non-stop BLR → DEL,flight
hyderabad,23890.0,2 nights,"ITC Kohenur - Superior Room with Room Only | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Conference Rooms, Spa, Airport Shuttle",hotels
banglore,184077.0,7 nights,"ITC Gardenia - Lake View Room with All Inclusive | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Restaurant, Beach Access",hotels
mumbai,16268.0,1 nights,"JW Marriott Mumbai - Pool View Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐ 4.4/5 | Includes: Terrace, Bar",hotels
delhi,3971.0,2h 55m,SpiceJet Banglore non-stop BLR → DEL,flight
banglore,12692.0,25h 20m,Jet Airways Kolkata 1 stop CCU → DEL → BLR,flight
jaipur,22926.0,2 nights,"Trident Jaipur - Deluxe Room with Half Board | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Parking, Garden, Free WiFi, Fitness Center",hotels
mumbai,1638.26,3h,Dharavi Slum Tour with Social Enterprise,activity
delhi,1710.85,2h 30m,Auto Rickshaw Tour of Old Delhi,activity
varanasi,519.93,1h 15m,Silk Saree Weaving Factory Visit,activity
delhi,4483.0,2h 45m,Air Asia Banglore non-stop BLR → DEL,flight
new delhi,4353.0,2h 55m,Vistara Banglore non-stop BLR → DEL,flight
delhi,163692.0,7 nights,"The Leela Palace New Delhi - Deluxe Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐⭐ 4.8/5 | Includes: Restaurant, Fitness Center, Terrace, Beach Access",hotels
jaipur,39016.0,3 nights,"Radisson Blu Jaipur - Lake View Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐ 4.0/5 | Includes: Fitness Center, Room Service",hotels
goa,1475.38,2h,Dolphin Spotting Sunset Cruise,activity
cochin,0.0,18h 20m,Jet Airways Delhi 1 stop DEL → BOM → COK,flight
jaipur,2810.68,6h,Private Jaipur City Tour - All Major Attractions,activity
goa,46339.0,3 nights,"Kenilworth Resort Goa - Deluxe Room with All Inclusive | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Airport Shuttle, Conference Rooms, Swimming Pool, Bar",hotels
banglore,14781.0,11h 45m,Jet Airways Kolkata 1 stop CCU → BOM → BLR,flight
kerala,685.78,2h,Kathakali Dance Performance with Makeup Demo,activity
cochin,0.0,2h 50m,Air India Delhi non-stop DEL → COK,flight
mumbai,744.39,2h,Marine Drive Night Cycling with Refreshments,activity
agra,2016.31,6h,Fatehpur Sikri Day Trip with Guide,activity
